formation_id,assertion_ids,event_date,place,region,country,source_report_urls,source_image_urls,source_image_count,current_location_role,current_latitude,current_longitude,current_coordinate_uncertainty_m,source_coordinate_availability,publisher_map_target_availability,named_geographic_clues,identifiable_persistent_landmarks,source_image_dimensions,display_rights,publication_rights,straight_component_likelihood,priority_score,processing_status,blocker_or_rejection_reason,selected_overlay_id,registration_classification,review_date
cc_2312f4ae9827,iccra_c1a486c7e01e16f0,2005-07-09,Mars Hill,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Mars%20Hill,%20Madison%20County%20(July%209,%202005).html",https://iccra.org/bystate/North%20Carolina/images/marshill2005.jpg,1,locality_reference,35.8265,-82.5493,5000.0,no,no,Mars Hill; Madison County; North Carolina,,558x432,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_23f88ae1a81d,iccra_7804fc6b20be3cc8,1999-09-08,Burlington,Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Burlington,%20Skagit%20County%20(September%208,%201999).html",https://iccra.org/bystate/Washington/images/burlington1999.jpg,1,locality_reference,48.47566,-122.32544,5000.0,no,no,Burlington; Skagit County; Washington,,274x246,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_2e2dc2e7c024,iccra_94c89f39aeb2b5f5,1990-05-17,Finleyville,Pennsylvania,United States,"https://iccra.org/bystate/Pennsylvania/ICCRA%20-%20PA%20-%20Finleyville,%20Washington%20County%20(May%2017,%201990).htm",https://iccra.org/bystate/Pennsylvania/images/Finleyville.jpg,1,locality_reference,40.25229,-80.00283,5000.0,no,no,Finleyville; Washington County; Pennsylvania,,141x140,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_300d859e3df5,iccra_e03decd2b59b2045,1997-07-06,Smithfield,Utah,United States,"https://iccra.org/bystate/Utah/ICCRA%20-%20UT%20-%20Smithfield,%20Cache%20County%20(July%206,%201997).html",https://iccra.org/bystate/Utah/images/smithfield1997.jpg,1,locality_reference,41.83826,-111.83272,5000.0,no,no,Smithfield; Cache County County; Utah,,325x512,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_337e3a44cb3f,iccra_582ac9bf42a9c86c,2003-08-08,Mayville,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Mayville,%20Dodge%20County%20(August%208,%202003).html",https://iccra.org/bystate/Wisconsin/images/mayville2003-3a.jpg,1,locality_reference,43.49416,-88.54482,5000.0,no,no,Mayville; Dodge County; Wisconsin,,630x420,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_36f4a21bbdc9,iccra_9c6235001881f435,2000-08-10,Langdon,North Dakota,United States,"https://iccra.org/bystate/North%20Dakota/ICCRA%20-%20ND%20-%20Langdon,%20Cavalier%20County%20(August%2010,%202000).html",https://iccra.org/bystate/North%20Dakota/images/langdon2000-3a.jpg,1,locality_reference,48.76,-98.36817,5000.0,no,no,Langdon; Cavalier County; North Dakota,,268x316,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_400a786b8132,iccra_1f24c197d776a40e,2002-07-04,Forest Grove,Oregon,United States,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20Forest%20Grove,%20Washington%20County%20(July%204,%202002).html",https://iccra.org/bystate/Oregon/images/ftgrove2002.png,1,locality_reference,45.51984,-123.11066,5000.0,no,no,Forest Grove; Washington County; Oregon,,320x240,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_496a4fa97746,iccra_3a4afbb7bf258666,1977,Eagle,Alaska,United States,"https://iccra.org/bystate/Alaska/ICCRA%20-%20AK%20-%20Eagle-Southeast%20Fairbanks%20Borough%20(County)%20(Summer,%201977).htm",https://iccra.org/bystate/Alaska/images/Eagle-Southeast%20Fairbanks%20Borough.jpg,1,locality_reference,64.78806,-141.2,5000.0,no,no,Eagle; Southeast Fairbanks Borough (County); Alaska,,253x329,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_4c5d063fdfee,iccra_829ee396821228d6,2000-08-25,Kalispell / Whitefish,Montana,United States,"https://iccra.org/bystate/Montana/ICCRA%20-%20MT%20-%20Kalispell-Whitefish,%20Flathead%20County%20(August%2025,%202000).html",https://iccra.org/bystate/Montana/images/Kalispell2000-2a.jpg,1,locality_reference,48.19579,-114.31291,5000.0,no,no,Kalispell / Whitefish; Flathead County; Montana,,273x263,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_4ee970e41e1f,iccra_6adde7e51ced5249,1997-08-11,Marion,New York,United States,"https://iccra.org/bystate/New%20York/ICCRA%20-%20NY%20-%20Marion,%20Wayne%20County%20(August%2011,%201997).html",https://iccra.org/bystate/New%20York/images/Marion1997.jpg,1,locality_reference,43.1434,-77.18915,5000.0,no,no,Marion; Wayne County; New York,,273x246,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_4fc269451cb9,iccra_623f49605315e128,1994-07-20,West Union,Oregon,United States,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20West%20Union,%20Washington%20County%20(July%2020,%201994).html",https://iccra.org/bystate/Oregon/images/WestUnion1994.jpg,1,locality_reference,45.56651,-122.89399,5000.0,no,no,West Union; Washington County; Oregon,,273x262,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_543e86092c38,iccra_64708335604d1cb0,1999-10-21,Marion,New York,United States,"https://iccra.org/bystate/New%20York/ICCRA%20-%20NY%20-%20Marion,%20Wayne%20County%20(October%2021,%201999).html",https://iccra.org/bystate/New%20York/images/marion1999.jpg,1,locality_reference,43.1434,-77.18915,5000.0,no,no,Marion; Wayne County; New York,,245x299,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_56631e281b12,iccra_5a29f07f34841d99,1993-05-28,Kennewick,Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Kennewick,%20Benton%20County%20(May%2028,%201993).html",https://iccra.org/bystate/Washington/images/Kennewick1993.jpg,1,locality_reference,46.21125,-119.13723,5000.0,no,no,Kennewick; Benton County; Washington,,273x214,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_57994754a6f2,iccra_24deca7cc2dd931b,1985-08-15,Southbury,Connecticut,United States,"https://iccra.org/bystate/Connecticut/ICCRA%20-%20CT%20-%20Southbury,%20New%20Haven%20County%20(August%2015,%201967).htm",https://iccra.org/bystate/Connecticut/images/SouthburyFormation.jpg,1,locality_reference,41.48148,-73.21317,5000.0,no,no,Southbury; New Haven County; Connecticut,,274x189,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_589cfbecda43,iccra_f802e1aaaa9a4d74,1973-10-17,Columbus,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Columbus,%20Franklin%20County%20(October%2016,%201973).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG,1,locality_reference,39.96118,-82.99879,5000.0,no,no,Columbus; Franklin County; Ohio,,79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_592127d32b0f,a_28935bc4f3f1c3; iccra_92802ec94bc070b0,1996-07-17,Chehalis,Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Chehalis,%20Lewis%20County%20(July%2017,%201996).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Washington/images/Chehalis1996.jpg,1,locality_reference,46.66205,-122.96402,5000.0,no,no,Chehalis; Lewis County; Washington,,274x216,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_5a40eb916407,iccra_b3a79aa8ca4ef6c1,2000-08-01,Owatonna,Minnesota,United States,"https://iccra.org/bystate/Minnesota/ICCRA%20-%20MN%20-%20Owatonna,%20Steele%20County%20(August%201,%202000).html",https://iccra.org/bystate/Minnesota/images/owatonna2000.jpg,1,locality_reference,44.08385,-93.22604,5000.0,no,no,Owatonna; Steele County; Minnesota,,273x239,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_5a90ec57b4d9,iccra_beffadeb96ad830a,2000-05-21,Roanoke,Virginia,United States,"https://iccra.org/bystate/Virginia/ICCRA%20-%20VA%20-%20Roanoke,%20Roanoke%20County%20(May%2021,%202000).html",https://iccra.org/bystate/Virginia/images/roanoke2000.jpg,1,locality_reference,37.27097,-79.94143,5000.0,no,no,Roanoke; Roanoke County; Virginia,,273x265,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_5cf55addc9e4,a_14ea4df45df326; iccra_a97b9ca99f53b68f,1990-11,Gulf Breeze,Florida,United States,"https://iccra.org/bystate/Florida/ICCRA%20-%20FL%20-%20Gulf%20Breeze,%20Santa%20Rosa%20County%20(November,%201990).htm; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Florida/images/GulfBreeze1990.jpg,1,locality_reference,30.35714,-87.16386,5000.0,no,no,Gulf Breeze; Santa Rosa County; Florida,,273x176,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_5d2b9254c869,a_b63cc95796290e; iccra_e39a7c4b8cea96eb,1990-02-28,Gulf Breeze,Florida,United States,"https://iccra.org/bystate/Florida/ICCRA%20-%20FL%20-%20Gulf%20Breeze,%20Santa%20Rosa%20County%20(February%2028,%201990).htm; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Florida/images/GulfBreeze1990.jpg,1,locality_reference,30.35714,-87.16386,5000.0,no,no,Gulf Breeze; Santa Rosa County; Florida,,273x176,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_5e852e0c8e7a,iccra_f5027658a07ee97f,1998,Smithfield,Utah,United States,"https://iccra.org/bystate/Utah/ICCRA%20-%20UT%20-%20Smithfield,%20Cache%20County%20(1998).html",https://iccra.org/bystate/Utah/images/smithfield1998.jpg,1,locality_reference,41.83826,-111.83272,5000.0,no,no,Smithfield; Cache County; Utah,,261x188,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_63c02db1cc7f,iccra_2c80a9e809346283,1994-10-16,Adna (1),Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Adna%20(1),%20Lewis%20County%20(October%2016,%201994).html",https://iccra.org/bystate/Washington/images/Adna1-1994.gif,1,locality_reference,46.62899,-123.06124,30000.0,no,no,Adna (1); Lewis County; Washington,,277x274,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_6ad21db2652f,iccra_172accc36b8ae1e2,1995-07,Adrian Township,Michigan,United States,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Adrian%20Township,%20Lenawee%20County%20(July%201995).html",https://iccra.org/bystate/Michigan/images/Adrian%20Township1995.jpg,1,locality_reference,41.89755,-84.03717,30000.0,no,no,Adrian Township; Lenawee County; Michigan,,273x219,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_6d041339e500,iccra_ac4d2da641c39279,1989-11-11,Millersburg,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Millersburg,%20Holmes%20County%20(November%2010,%201989).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG,1,locality_reference,40.55451,-81.91792,5000.0,no,no,Millersburg; Holmes County; Ohio,,79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_6dcedd6aa642,iccra_eef2d2275636df9a,1994-07-26,Gaston,Oregon,United States,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20Gaston,%20Washington%20County%20(July%2026,%201994).html",https://iccra.org/bystate/Oregon/images/Gaston1994.jpg,1,locality_reference,45.43623,-123.13955,5000.0,no,no,Gaston; Washington County; Oregon,,273x210,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_71cb115af4e7,iccra_ccfe95eeecdc84f7,1994-08,Greensburg / Napoleon,Indiana,United States,"https://iccra.org/bystate/Indiana/ICCRA%20-%20IN%20-%20Greensburg-Napoleon,%20Decatur%20County%20(August%201994).html",https://iccra.org/bystate/Indiana/images/Greensburg1994.jpg,1,locality_reference,39.33727,-85.48358,5000.0,no,no,Greensburg / Napoleon; Decatur County; Indiana,,273x195,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7492290c81aa,iccra_325fb8ec1b27ca93,1990-08-25,Chicora,Pennsylvania,United States,"https://iccra.org/bystate/Pennsylvania/ICCRA%20-%20PA%20-%20Chicora,%20Butler%20County%20(August%2025,%201990).htm",https://iccra.org/bystate/Pennsylvania/images/Chicora.jpg,1,locality_reference,40.94812,-79.74283,5000.0,no,no,Chicora; Butler County; Pennsylvania,,261x157,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7a83fde5305d,iccra_8bacd9241cd2dca0,1952-09-12,Flatwoods,West Virginia,United States,https://iccra.org/bystate/West%20Virginia/WV-Flatwoods_Braxton_September-12-1952.htm,https://iccra.org/bystate/West%20Virginia/images/image030.jpg,1,locality_reference,38.72315,-80.64982,5000.0,no,no,Flatwoods; Braxton County; West Virginia,,249x175,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7a89b40c831c,iccra_ca6f6aa5abd78e92,1979,Oak Harbor,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Oak%20Harbor,%20Ottawa%20County%20(1979).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG,1,locality_reference,41.50672,-83.14659,5000.0,no,no,Oak Harbor; Ottawa County; Ohio,,79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7be600c4fd1e,iccra_f7b2fddbab7c4f4b,2000-08-09,Thompson,North Dakota,United States,"https://iccra.org/bystate/North%20Dakota/ICCRA%20-%20ND%20-%20Thompson,%20Grand%20Forks%20County%20(August%209,%202000).html",https://iccra.org/bystate/North%20Dakota/images/thompson2000.jpg,1,locality_reference,47.77359,-97.1098,5000.0,no,no,Thompson; Grand Forks County; North Dakota,,273x192,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7c29510e2454,iccra_7ca02f60906bc3ce,1975-02-14,"Annadale, Staten Island",New York,United States,"https://iccra.org/bystate/New%20York/ICCRA%20-%20NY%20-%20Annadale,%20Staten%20Island,%20Richmond%20County%20(February%2014,%201975).htm",https://iccra.org/bystate/New%20York/images/Annadale-1975.jpg,1,locality_reference,40.54455,-74.17653,30000.0,no,no,"Annadale, Staten Island; Richmond County; New York",,256x317,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7de9702e8388,a_635efcff2e1b34; iccra_56bf916ff94624cf,1994-06-09,McBee,South Carolina,United States,"https://iccra.org/bystate/South%20Carolina/ICCRA%20-%20SC%20-%20McBee,%20Chesterfield%20County%20(June%209,%201994).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/South%20Carolina/images/McBee1994.jpg,1,locality_reference,34.46904,-80.2559,5000.0,no,no,McBee; Chesterfield County; South Carolina,,273x182,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_7e47048902d8,iccra_c3b167446e5e07e6,1995-05-17,Cherry Hill / Elkton,Maryland,United States,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Cherry%20Hill-Elkton,%20Cecil%20County%20(May%2017,%201995).html",https://iccra.org/bystate/Maryland/images/Cherry%20Hill1995.jpg,1,locality_reference,39.25483,-76.63441,5000.0,no,no,Cherry Hill / Elkton; Cecil County; Maryland,,273x248,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_834c6954bdac,iccra_c0d6264a90210c66,1968,Williston,Florida,United States,"https://iccra.org/bystate/Florida/ICCRA%20-%20FL%20-%20Williston,%20Levy%20County%20(1968).htm","https://iccra.org/bystate/Florida/images/Williston,%20Florida%201968.jpg",1,locality_reference,29.38747,-82.44677,5000.0,no,no,Williston; Levy County; Florida,,630x326,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_862db4328fef,iccra_79a857fa2988fdb9,1967-06-15,Harrisburg - Manor Hill,Pennsylvania,United States,"https://iccra.org/bystate/Pennsylvania/ICCRA%20-%20PA%20-%20Harrisburg-Manor%20Hill,%20Huntington%20County%20(June%2015,%201967).htm","https://iccra.org/bystate/Pennsylvania/images/Harrisburg,%20PA%201967-1_web.jpg",1,locality_reference,40.2737,-76.88442,30000.0,no,no,Harrisburg - Manor Hill; Huntington County; Pennsylvania,,630x429,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_8695394dd6ac,iccra_6957406a515a2e1b,1986,Helena,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Helena,%20Guernsey%20County%20(1986).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG,1,locality_reference,41.34116,-83.29159,5000.0,no,no,Helena; Guernsey County; Ohio,,79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_87566a56d34a,iccra_f5cae34439bf2258,2005-10-14,Mendon,New York,United States,"https://iccra.org/bystate/New%20York/ICCRA%20-%20NY%20-%20Mendon,%20Monroe%20County%20(October%2014,%202005).html",https://iccra.org/bystate/New%20York/images/mendon2005.jpg,1,locality_reference,42.99784,-77.50444,5000.0,no,no,Mendon; Monroe County; New York,,574x431,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_88f1427b3480,iccra_b4ee77b5a04fc946,1996-08,Burlington County,New Jersey,United States,"https://iccra.org/bystate/New%20Jersey/ICCRA%20-%20NJ%20-%20Burlington%20County%20(August,%201996).html",https://iccra.org/bystate/New%20Jersey/images/Burlington1996.jpg,1,locality_reference,40.07122,-74.86489,30000.0,no,no,Burlington County; New Jersey,,273x265,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_8b6bdef7af72,iccra_dc0bd64f44cac64e,2002-07-08,Point Pleasant,West Virginia,United States,"https://iccra.org/bystate/West%20Virginia/ICCRA%20-%20WV%20-%20Point%20Pleasant,%20Mason%20County%20(July%208,%202002).html",https://iccra.org/bystate/West%20Virginia/images/ptpleasant2002.png,1,locality_reference,38.84453,-82.13709,5000.0,no,no,Point Pleasant; Mason County; West Virginia,,415x313,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_8cda394be2fb,a_07c36fd62349cb; iccra_cc74947b714b74fe,1994-06-17,Black Mountain,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Black%20Mountain,%20Buncombe%20County%20(June%2017,%201994).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/North%20Carolina/images/Black%20Mountain1994.jpg,1,locality_reference,35.6179,-82.32123,5000.0,no,no,Black Mountain; Buncombe County; North Carolina,,153x110,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_94d43f246ad6,iccra_a532f081a4be5f8c,1999-10-03,Verona,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Verona,%20Dane%20County%20(October%203,%201999).html",https://iccra.org/bystate/Wisconsin/images/verona1999.jpg,1,locality_reference,42.99083,-89.53318,5000.0,no,no,Verona; Dane County; Wisconsin,,274x244,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_955c2b6154f3,iccra_b1fefc06473e685e,1991-08-08,Charlotte,North Carolina,United States,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Charlotte,%20Mecklenburg%20County%20(August%208,%201991).html",https://iccra.org/bystate/North%20Carolina/images/Charlotte1991.jpg,1,locality_reference,35.22709,-80.84313,5000.0,no,no,Charlotte; Mecklenburg County; North Carolina,,,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
